  -1.8000000e+00   1.5000000e+00   1.2000000e+00   0.0000000e+00   0.0000000e+00   3.0000000e+00   1.8849556e+00   9.4247780e-01  -1.8849556e+00
  -1.7972801e+00   1.4964530e+00   1.2031422e+00   1.1163441e-03  -4.3060799e-04   2.9987266e+00   1.8834981e+00   9.4447995e-01  -1.8683917e+00
  -1.7945514e+00   1.4928493e+00   1.2064075e+00   2.2193665e-03  -7.4566757e-04   2.9971924e+00   1.8820390e+00   9.4654743e-01  -1.8524284e+00
  -1.7918169e+00   1.4892109e+00   1.2097475e+00   3.3135582e-03  -9.9200000e-04   2.9955050e+00   1.8805789e+00   9.4865449e-01  -1.8368350e+00
  -1.7890767e+00   1.4855392e+00   1.2131588e+00   4.3988382e-03  -1.1713289e-03   2.9936688e+00   1.8791179e+00   9.5080002e-01  -1.8216105e+00
  -1.7863309e+00   1.4818355e+00   1.2166380e+00   5.4751829e-03  -1.2865332e-03   2.9916912e+00   1.8776559e+00   9.5298250e-01  -1.8067465e+00
  -1.7835794e+00   1.4781012e+00   1.2201820e+00   6.5425764e-03  -1.3403188e-03   2.9895788e+00   1.8761931e+00   9.5520052e-01  -1.7922346e+00
  -1.7808225e+00   1.4743375e+00   1.2237879e+00   7.6010113e-03  -1.3352661e-03   2.9873382e+00   1.8747295e+00   9.5745274e-01  -1.7780666e+00
  -1.7780601e+00   1.4705455e+00   1.2274531e+00   8.6504880e-03  -1.2738361e-03   2.9849754e+00   1.8732652e+00   9.5973792e-01  -1.7642341e+00
  -1.7752923e+00   1.4667262e+00   1.2311753e+00   9.6910144e-03  -1.1583781e-03   2.9824965e+00   1.8718001e+00   9.6205488e-01  -1.7507288e+00
  -1.7725191e+00   1.4628805e+00   1.2349520e+00   1.0722605e-02  -9.9113638e-04   2.9799069e+00   1.8703343e+00   9.6440251e-01  -1.7375424e+00
  -1.7697406e+00   1.4590093e+00   1.2387813e+00   1.1745282e-02  -7.7425725e-04   2.9772120e+00   1.8688679e+00   9.6677976e-01  -1.7246670e+00
  -1.7669568e+00   1.4551133e+00   1.2426613e+00   1.2759072e-02  -5.0979560e-04   2.9744168e+00   1.8674007e+00   9.6918564e-01  -1.7120945e+00
  -1.7641677e+00   1.4511934e+00   1.2465902e+00   1.3764008e-02  -1.9972115e-04   2.9715263e+00   1.8659330e+00   9.7161921e-01  -1.6998171e+00
  -1.7613733e+00   1.4472501e+00   1.2505662e+00   1.4760128e-02   1.5407547e-04   2.9685450e+00   1.8644646e+00   9.7407960e-01  -1.6878272e+00
  -1.7585736e+00   1.4432841e+00   1.2545879e+00   1.5747476e-02   5.4977690e-04   2.9654774e+00   1.8629955e+00   9.7656597e-01  -1.6761172e+00
  -1.7557687e+00   1.4392960e+00   1.2586537e+00   1.6726099e-02   9.8563344e-04   2.9623277e+00   1.8615259e+00   9.7907751e-01  -1.6646799e+00
  -1.7529585e+00   1.4352864e+00   1.2627624e+00   1.7696051e-02   1.4599577e-03   2.9591002e+00   1.8600555e+00   9.8161348e-01  -1.6535082e+00
  -1.7501430e+00   1.4312557e+00   1.2669126e+00   1.8657387e-02   1.9711194e-03   2.9557987e+00   1.8585846e+00   9.8417315e-01  -1.6425953e+00
  -1.7473222e+00   1.4272044e+00   1.2711030e+00   1.9610168e-02   2.5175404e-03   2.9524271e+00   1.8571130e+00   9.8675584e-01  -1.6319344e+00
  -1.7444960e+00   1.4231330e+00   1.2753324e+00   2.0554457e-02   3.0976900e-03   2.9489890e+00   1.8556407e+00   9.8936090e-01  -1.6215193e+00
  -1.7416645e+00   1.4190420e+00   1.2795997e+00   2.1490323e-02   3.7100802e-03   2.9454880e+00   1.8541678e+00   9.9198769e-01  -1.6113436e+00
  -1.7388276e+00   1.4149317e+00   1.2839039e+00   2.2417836e-02   4.3532612e-03   2.9419277e+00   1.8526941e+00   9.9463560e-01  -1.6014014e+00
  -1.7359852e+00   1.4108025e+00   1.2882437e+00   2.3337071e-02   5.0258174e-03   2.9383113e+00   1.8512197e+00   9.9730407e-01  -1.5916868e+00
  -1.7331373e+00   1.4066548e+00   1.2926181e+00   2.4248103e-02   5.7263627e-03   2.9346422e+00   1.8497445e+00   9.9999252e-01  -1.5821944e+00
  -1.7302839e+00   1.4024890e+00   1.2970262e+00   2.5151013e-02   6.4535370e-03   2.9309237e+00   1.8482685e+00   1.0027004e+00  -1.5729188e+00
  -1.7274249e+00   1.3983055e+00   1.3014668e+00   2.6045883e-02   7.2060019e-03   2.9271588e+00   1.8467916e+00   1.0054272e+00  -1.5638548e+00
  -1.7245601e+00   1.3941045e+00   1.3059389e+00   2.6932799e-02   7.9824369e-03   2.9233508e+00   1.8453139e+00   1.0081724e+00  -1.5549976e+00
  -1.7216896e+00   1.3898865e+00   1.3104415e+00   2.7811849e-02   8.7815357e-03   2.9195027e+00   1.8438352e+00   1.0109355e+00  -1.5463425e+00
  -1.7188132e+00   1.3856518e+00   1.3149735e+00   2.8683123e-02   9.6020023e-03   2.9156175e+00   1.8423556e+00   1.0137159e+00  -1.5378850e+00
  -1.7159309e+00   1.3814008e+00   1.3195340e+00   2.9546713e-02   1.0442548e-02   2.9116983e+00   1.8408748e+00   1.0165133e+00  -1.5296207e+00
  -1.7130426e+00   1.3771337e+00   1.3241217e+00   3.0402714e-02   1.1301886e-02   2.9077480e+00   1.8393930e+00   1.0193271e+00  -1.5215458e+00
  -1.7101481e+00   1.3728510e+00   1.3287356e+00   3.1251225e-02   1.2178730e-02   2.9037698e+00   1.8379100e+00   1.0221568e+00  -1.5136562e+00
