  -1.8000000e+00   1.5000000e+00   1.2000000e+00   0.0000000e+00   0.0000000e+00   3.0000000e+00   1.8849556e+00   9.4247780e-01  -1.8849556e+00
  -1.7945603e+00   1.4929061e+00   1.2062843e+00   2.2326883e-03  -8.6121598e-04   2.9974533e+00   1.8820407e+00   9.4648211e-01  -1.8518279e+00
  -1.7890857e+00   1.4855898e+00   1.2130512e+00   4.4114455e-03  -1.2582360e-03   2.9938596e+00   1.8791195e+00   9.5074662e-01  -1.8211462e+00
  -1.7835884e+00   1.4781481e+00   1.2200837e+00   6.5548883e-03  -1.4124775e-03   2.9897333e+00   1.8761948e+00   9.5515345e-01  -1.7918369e+00
  -1.7780691e+00   1.4705893e+00   1.2273625e+00   8.6624736e-03  -1.3327333e-03   2.9850975e+00   1.8732668e+00   9.5969640e-01  -1.7638992e+00
  -1.7725282e+00   1.4629220e+00   1.2348674e+00   1.0734271e-02  -1.0386821e-03   2.9800012e+00   1.8703360e+00   9.6436563e-01  -1.7372631e+00
  -1.7669660e+00   1.4551530e+00   1.2425816e+00   1.2770426e-02  -5.4758984e-04   2.9744874e+00   1.8674024e+00   9.6915265e-01  -1.7118641e+00
  -1.7613826e+00   1.4472882e+00   1.2504905e+00   1.4771179e-02   1.2466022e-04   2.9685952e+00   1.8644663e+00   9.7404989e-01  -1.6876396e+00
  -1.7557782e+00   1.4393330e+00   1.2585813e+00   1.6736858e-02   9.6342425e-04   2.9623606e+00   1.8615277e+00   9.7905055e-01  -1.6645295e+00
  -1.7501526e+00   1.4312916e+00   1.2668430e+00   1.8667863e-02   1.9551165e-03   2.9558167e+00   1.8585865e+00   9.8414852e-01  -1.6424771e+00
  -1.7445058e+00   1.4231681e+00   1.2752654e+00   2.0564659e-02   3.0870442e-03   2.9489941e+00   1.8556428e+00   9.8933825e-01  -1.6214287e+00
  -1.7388376e+00   1.4149660e+00   1.2838392e+00   2.2427772e-02   4.3472549e-03   2.9419218e+00   1.8526962e+00   9.9461464e-01  -1.6013341e+00
  -1.7331476e+00   1.4066884e+00   1.2925558e+00   2.4257777e-02   5.7243937e-03   2.9346268e+00   1.8497468e+00   9.9997300e-01  -1.5821468e+00
  -1.7274354e+00   1.3983384e+00   1.3014068e+00   2.6055301e-02   7.2075698e-03   2.9271351e+00   1.8467941e+00   1.0054089e+00  -1.5638234e+00
  -1.7217005e+00   1.3899187e+00   1.3103839e+00   2.7821011e-02   8.7862301e-03   2.9194716e+00   1.8438379e+00   1.0109183e+00  -1.5463242e+00
  -1.7159422e+00   1.3814322e+00   1.3194790e+00   2.9555619e-02   1.0450039e-02   2.9116608e+00   1.8408777e+00   1.0164972e+00  -1.5296127e+00
  -1.7101597e+00   1.3728817e+00   1.3286835e+00   3.1259872e-02   1.2188760e-02   2.9037266e+00   1.8379131e+00   1.0221416e+00  -1.5136560e+00
