   6.0139185e+00  -4.6781419e+00   4.0267351e+00
   7.2196285e+00  -5.5231465e+00   4.1918263e+00
   8.5569039e+00  -6.1390778e+00   4.3529030e+00
   9.9999825e+00  -6.4270016e+00   4.7123891e+00
   1.1443061e+01  -6.1390775e+00   5.0718751e+00
   1.2780336e+01  -5.5231460e+00   5.2329518e+00
   1.3986046e+01  -4.6781413e+00   5.3980430e+00
   1.4963292e+01  -3.5779451e+00   5.7477317e+00
   1.5462529e+01  -2.1939939e+00   6.0965990e+00
   1.5664251e+01  -7.3614201e-01   6.2059221e+00
   1.5664251e+01   7.3612944e-01   6.3604486e+00
   1.5462529e+01   2.1939813e+00   6.4697717e+00
   1.4963291e+01   3.5779324e+00   6.8186390e+00
   1.3986046e+01   4.6781284e+00   7.1683277e+00
   1.2780336e+01   5.5231329e+00   7.3334190e+00
   1.1443060e+01   6.1390641e+00   7.4944956e+00
   9.9999816e+00   6.4269881e+00   7.8539817e+00
   8.5569030e+00   6.1390640e+00   8.2134678e+00
   7.2196277e+00   5.5231325e+00   8.3745444e+00
   6.0139179e+00   4.6781278e+00   8.5396357e+00
   5.0366723e+00   3.5779316e+00   8.8893244e+00
   4.5374348e+00   2.1939804e+00   9.2381917e+00
   4.3357129e+00   7.3612851e-01   9.3475148e+00
   4.3357130e+00  -7.3614294e-01   9.5020412e+00
   4.5374350e+00  -2.1939948e+00   9.6113644e+00
   5.0366727e+00  -3.5779460e+00   9.9602317e+00
   4.2792646e+00  -4.8671517e+00   6.9560335e+00
   5.2709528e+00  -5.9598662e+00   7.1476653e+00
   6.4790085e+00  -6.8083304e+00   7.3312862e+00
   7.8204555e+00  -7.4245029e+00   7.5199617e+00
   9.2643034e+00  -7.7292948e+00   7.7065737e+00
   1.0735662e+01  -7.7292947e+00   8.0013897e+00
   1.2179510e+01  -7.4245024e+00   8.1880017e+00
   1.3520957e+01  -6.8083299e+00   8.3766773e+00
   1.4729012e+01  -5.9598655e+00   8.5602981e+00
   1.5720700e+01  -4.8671508e+00   8.7519299e+00
   1.6459174e+01  -3.5943551e+00   9.0422527e+00
   1.6945224e+01  -2.2009706e+00   9.1968586e+00
   1.7146733e+01  -7.3865541e-01   9.3871711e+00
   1.7146733e+01   7.3864300e-01   9.4623849e+00
   1.6945224e+01   2.2009581e+00   9.6526974e+00
   1.6459173e+01   3.5943426e+00   9.8073034e+00
   1.5720700e+01   4.8671382e+00   1.0097626e+01
   1.4729011e+01   5.9598527e+00   1.0289258e+01
   1.3520956e+01   6.8083169e+00   1.0472879e+01
   1.2179509e+01   7.4244892e+00   1.0661554e+01
   1.0735661e+01   7.7292813e+00   1.0848166e+01
   9.2643023e+00   7.7292812e+00   1.1142982e+01
   7.8204544e+00   7.4244889e+00   1.1329594e+01
   6.4790076e+00   6.8083164e+00   1.1518270e+01
   5.2709519e+00   5.9598520e+00   1.1701891e+01
   4.2792639e+00   4.8671373e+00   1.1893523e+01
   3.5407905e+00   3.5943415e+00   1.2183845e+01
   3.0547400e+00   2.2009571e+00   1.2338451e+01
   2.8532310e+00   7.3864191e-01   1.2528764e+01
   2.8532311e+00  -7.3865649e-01   1.2603978e+01
   3.0547403e+00  -2.2009716e+00   1.2794290e+01
   3.5407909e+00  -3.5943561e+00   1.2948896e+01
  -1.3986081e+01  -4.6781419e+00   4.0267351e+00
  -1.2780371e+01  -5.5231465e+00   4.1918263e+00
  -1.1443096e+01  -6.1390778e+00   4.3529030e+00
  -1.0000017e+01  -6.4270016e+00   4.7123891e+00
  -8.5569388e+00  -6.1390775e+00   5.0718751e+00
  -7.2196635e+00  -5.5231460e+00   5.2329518e+00
  -6.0139537e+00  -4.6781413e+00   5.3980430e+00
  -5.0367081e+00  -3.5779451e+00   5.7477317e+00
  -4.5374706e+00  -2.1939939e+00   6.0965990e+00
  -4.3357487e+00  -7.3614201e-01   6.2059221e+00
  -4.3357489e+00   7.3612944e-01   6.3604486e+00
  -4.5374708e+00   2.1939813e+00   6.4697717e+00
  -5.0367085e+00   3.5779324e+00   6.8186390e+00
  -6.0139543e+00   4.6781284e+00   7.1683277e+00
  -7.2196643e+00   5.5231329e+00   7.3334190e+00
  -8.5569397e+00   6.1390641e+00   7.4944956e+00
  -1.0000018e+01   6.4269881e+00   7.8539817e+00
  -1.1443097e+01   6.1390640e+00   8.2134678e+00
  -1.2780372e+01   5.5231325e+00   8.3745444e+00
  -1.3986082e+01   4.6781278e+00   8.5396357e+00
  -1.4963328e+01   3.5779316e+00   8.8893244e+00
  -1.5462565e+01   2.1939804e+00   9.2381917e+00
  -1.5664287e+01   7.3612851e-01   9.3475148e+00
  -1.5664287e+01  -7.3614294e-01   9.5020412e+00
  -1.5462565e+01  -2.1939948e+00   9.6113644e+00
  -1.4963327e+01  -3.5779460e+00   9.9602317e+00
  -1.5720735e+01  -4.8671517e+00   6.9560335e+00
  -1.4729047e+01  -5.9598662e+00   7.1476653e+00
  -1.3520991e+01  -6.8083304e+00   7.3312862e+00
  -1.2179544e+01  -7.4245029e+00   7.5199617e+00
  -1.0735697e+01  -7.7292948e+00   7.7065737e+00
  -9.2643381e+00  -7.7292947e+00   8.0013897e+00
  -7.8204902e+00  -7.4245024e+00   8.1880017e+00
  -6.4790434e+00  -6.8083299e+00   8.3766773e+00
  -5.2709878e+00  -5.9598655e+00   8.5602981e+00
  -4.2792997e+00  -4.8671508e+00   8.7519299e+00
  -3.5408262e+00  -3.5943551e+00   9.0422527e+00
  -3.0547758e+00  -2.2009706e+00   9.1968586e+00
  -2.8532668e+00  -7.3865541e-01   9.3871711e+00
  -2.8532669e+00   7.3864300e-01   9.4623849e+00
  -3.0547761e+00   2.2009581e+00   9.6526974e+00
  -3.5408267e+00   3.5943426e+00   9.8073034e+00
  -4.2793004e+00   4.8671382e+00   1.0097626e+01
  -5.2709886e+00   5.9598527e+00   1.0289258e+01
  -6.4790444e+00   6.8083169e+00   1.0472879e+01
  -7.8204913e+00   7.4244892e+00   1.0661554e+01
  -9.2643392e+00   7.7292813e+00   1.0848166e+01
  -1.0735698e+01   7.7292812e+00   1.1142982e+01
  -1.2179546e+01   7.4244889e+00   1.1329594e+01
  -1.3520992e+01   6.8083164e+00   1.1518270e+01
  -1.4729048e+01   5.9598520e+00   1.1701891e+01
  -1.5720736e+01   4.8671373e+00   1.1893523e+01
  -1.6459210e+01   3.5943415e+00   1.2183845e+01
  -1.6945260e+01   2.2009571e+00   1.2338451e+01
  -1.7146769e+01   7.3864191e-01   1.2528764e+01
  -1.7146769e+01  -7.3865649e-01   1.2603978e+01
  -1.6945260e+01  -2.2009716e+00   1.2794290e+01
  -1.6459209e+01  -3.5943561e+00   1.2948896e+01
