   6.1355000e+00   6.4980000e-01   1.6690000e-01
   5.7751000e+00   2.0832000e+00   3.3920000e-01
   5.1576000e+00   3.4260000e+00   5.0660000e-01
   4.2538000e+00   4.5945000e+00   8.3700000e-01
   3.0014000e+00   5.3768000e+00   1.1620000e+00
   1.6073000e+00   5.8663000e+00   1.3215000e+00
   1.4750000e-01   6.0961000e+00   1.4977000e+00
  -1.3265000e+00   5.9974000e+00   1.7961000e+00
  -2.6895000e+00   5.4347000e+00   2.1144000e+00
  -3.8768000e+00   4.5576000e+00   2.3064000e+00
  -4.8731000e+00   3.4676000e+00   2.4991000e+00
  -5.6569000e+00   2.2165000e+00   2.6485000e+00
  -6.1538000e+00   8.2730000e-01   2.9719000e+00
  -6.1356000e+00  -6.4980000e-01   3.3085000e+00
  -5.7752000e+00  -2.0832000e+00   3.4808000e+00
  -5.1577000e+00  -3.4260000e+00   3.6482000e+00
  -4.2538000e+00  -4.5945000e+00   3.9786000e+00
  -3.0014000e+00  -5.3768000e+00   4.3037000e+00
  -1.6073000e+00  -5.8662000e+00   4.4631000e+00
  -1.4750000e-01  -6.0961000e+00   4.6393000e+00
   1.3265000e+00  -5.9974000e+00   4.9376000e+00
   2.6896000e+00  -5.4348000e+00   5.2560000e+00
   3.8768000e+00  -4.5576000e+00   5.4480000e+00
   4.8731000e+00  -3.4676000e+00   5.6407000e+00
   5.6569000e+00  -2.2166000e+00   5.7901000e+00
   6.1538000e+00  -8.2730000e-01   6.1135000e+00
   7.5722000e+00  -3.5830000e-01   3.0884000e+00
   7.5406000e+00   1.1207000e+00   3.2950000e+00
   7.1806000e+00   2.5566000e+00   3.4779000e+00
   6.5618000e+00   3.9012000e+00   3.6646000e+00
   5.6683000e+00   5.0801000e+00   3.8533000e+00
   4.5644000e+00   6.0587000e+00   4.1141000e+00
   3.3014000e+00   6.8290000e+00   4.2819000e+00
   1.9047000e+00   7.3191000e+00   4.4766000e+00
   4.4180000e-01   7.5484000e+00   4.6415000e+00
  -1.0355000e+00   7.4595000e+00   4.8578000e+00
  -2.4529000e+00   7.0442000e+00   5.0944000e+00
  -3.7968000e+00   6.4254000e+00   5.2578000e+00
  -4.9849000e+00   5.5417000e+00   5.4746000e+00
  -5.9850000e+00   4.4481000e+00   5.6089000e+00
  -6.7728000e+00   3.1942000e+00   5.8199000e+00
  -7.2875000e+00   1.8064000e+00   5.9669000e+00
  -7.5723000e+00   3.5830000e-01   6.2300000e+00
  -7.5406000e+00  -1.1207000e+00   6.4366000e+00
  -7.1806000e+00  -2.5566000e+00   6.6195000e+00
  -6.5618000e+00  -3.9012000e+00   6.8062000e+00
  -5.6683000e+00  -5.0801000e+00   6.9949000e+00
  -4.5644000e+00  -6.0587000e+00   7.2557000e+00
  -3.3014000e+00  -6.8290000e+00   7.4235000e+00
  -1.9047000e+00  -7.3191000e+00   7.6182000e+00
  -4.4170000e-01  -7.5484000e+00   7.7831000e+00
   1.0355000e+00  -7.4595000e+00   7.9994000e+00
   2.4530000e+00  -7.0442000e+00   8.2359000e+00
   3.7968000e+00  -6.4254000e+00   8.3994000e+00
   4.9849000e+00  -5.5418000e+00   8.6162000e+00
   5.9850000e+00  -4.4481000e+00   8.7505000e+00
   6.7728000e+00  -3.1942000e+00   8.9615000e+00
   7.2875000e+00  -1.8064000e+00   9.1085000e+00
